### user_MNET1 ###
#
# code	#reac	#chem	#comp	description
# 0	0	0	0	not mapped to the MNXref namespace
# 0.1	0	43	0	not mapped to the MNXref namespace and ID modified
# 0.2	1315	0	0	partially mapped to the MNXref namespace
# 1	0	1	0	mapped to the MNXref namespace with same ID and same description
# 1.1	0	947	10	mapped to the MNXref namespace with different ID but same description
# 1.2	0	0	0	mapped to the MNXref namespace with same ID but different description
# 1.3	4533	741	0	mapped to the MNXref namespace with different ID and different description
# 2	26	0	0	merged with the same description
# 2.2	50	7	0	merged with different description
#
#type	code	old_ID	old_desc	new_ID	new_desc	comment
chem	0.1	MNXMK0095_x	2,6,10-trimethyl undecanoylcoa	MNXMK0095	2,6,10-trimethyl undecanoylcoa	
chem	1	BIOMASS	Biomass	BIOMASS	Biomass	
chem	1.1	MNXM01__64__MNXC2	H(+)	MNXM01	H(+)	
chem	1.1	MNXM1001_e	prostaglandin F2alpha	MNXM1001	prostaglandin F2alpha	
chem	1.1	MNXM10102_c	3-Oxostearoyl-[acp]	MNXM10102	3-Oxostearoyl-[acp]	
chem	1.1	MNXM1013_e	3,3',5-triiodo-L-thyronine	MNXM1013	3,3',5-triiodo-L-thyronine	
chem	1.1	MNXM1014_e	3-cyano-L-alanine	MNXM1014	3-cyano-L-alanine	
chem	1.1	MNXM1015_c	3-ureidoisobutyrate	MNXM1015	3-ureidoisobutyrate	
chem	1.1	MNXM1024_m	(R)-lipoamide	MNXM1024	(R)-lipoamide	
chem	1.1	MNXM1028_c	O-acetyl-(R)-carnitine	MNXM1028	O-acetyl-(R)-carnitine	
chem	1.1	MNXM1034_m	3-hydroxy-2-methylpropanoyl-CoA	MNXM1034	3-hydroxy-2-methylpropanoyl-CoA	
chem	1.1	MNXM1037_x	5-guanidino-2-oxopentanoate	MNXM1037	5-guanidino-2-oxopentanoate	
chem	1.1	MNXM103856_m	cis,cis-tetradeca-5,8-dienoyl-CoA	MNXM103856	cis,cis-tetradeca-5,8-dienoyl-CoA	
chem	1.1	MNXM103_m	cholesterol	MNXM103	cholesterol	
chem	1.1	MNXM1043_c	decanoate	MNXM1043	decanoate	
chem	1.1	MNXM1051_c	S-(hydroxymethyl)glutathione	MNXM1051	S-(hydroxymethyl)glutathione	
chem	1.1	MNXM105527_c	heptadecanoyl-CoA	MNXM105527	heptadecanoyl-CoA	
chem	1.1	MNXM1055_r	(24S)-hydroxycholesterol	MNXM1055	(24S)-hydroxycholesterol	
chem	1.1	MNXM105630_m	sulfite	MNXM105630	sulfite	
chem	1.1	MNXM1057_c	(5-hydroxyindol-3-yl)acetaldehyde	MNXM1057	(5-hydroxyindol-3-yl)acetaldehyde	
chem	1.1	MNXM105848_e	O-3-methylbutanoyl-(R)-carnitine	MNXM105848	O-3-methylbutanoyl-(R)-carnitine	
chem	1.1	MNXM1058_m	(3R)-hydroxybutanoyl-CoA	MNXM1058	(3R)-hydroxybutanoyl-CoA	
chem	1.1	MNXM107637_c	pentadecanoyl-CoA	MNXM107637	pentadecanoyl-CoA	
chem	1.1	MNXM10780_c	docosanoyl-CoA	MNXM10780	docosanoyl-CoA	
chem	1.1	MNXM1083_c	ferricytochrome b5	MNXM1083	ferricytochrome b5	
chem	1.1	MNXM1084_c	ferrocytochrome b5	MNXM1084	ferrocytochrome b5	
chem	1.1	MNXM1089_c	P(1),P(4)-bis(5'-adenosyl) tetraphosphate	MNXM1089	P(1),P(4)-bis(5'-adenosyl) tetraphosphate	
chem	1.1	MNXM108_c	hexadecanoate	MNXM108	hexadecanoate	
chem	1.1	MNXM10_x	NADH	MNXM10	NADH	
chem	1.1	MNXM1106_c	aminoacetone	MNXM1106	aminoacetone	
chem	1.1	MNXM1113_c	kynurenate	MNXM1113	kynurenate	
chem	1.1	MNXM1114_c	melatonin	MNXM1114	melatonin	
chem	1.1	MNXM1115_c	beta-nicotinamide D-riboside	MNXM1115	beta-nicotinamide D-riboside	
chem	1.1	MNXM111_m	Fe(2+)	MNXM111	Fe(2+)	
chem	1.1	MNXM1123_e	uroporphyrinogen I	MNXM1123	uroporphyrinogen I	
chem	1.1	MNXM1131_c	2-aminomuconate	MNXM1131	2-aminomuconate	
chem	1.1	MNXM1138_m	5beta-cholestane-3alpha,7alpha,26-triol	MNXM1138	5beta-cholestane-3alpha,7alpha,26-triol	
chem	1.1	MNXM113_m	GMP	MNXM113	GMP	
chem	1.1	MNXM114087_m	(2S)-2-amino-3-oxobutanoate	MNXM114087	(2S)-2-amino-3-oxobutanoate	
chem	1.1	MNXM114091_c	(3R,5S)-1-pyrroline-3-hydroxy-5-carboxylate	MNXM114091	(3R,5S)-1-pyrroline-3-hydroxy-5-carboxylate	
chem	1.1	MNXM114114_e	thyroxine	MNXM114114	thyroxine	
chem	1.1	MNXM11428_e	docosanedioate	MNXM11428	docosanedioate	
chem	1.1	MNXM11430_x	(13Z)-docosenoyl-CoA	MNXM11430	(13Z)-docosenoyl-CoA	
chem	1.1	MNXM114412_e	L-Carnosine	MNXM114412	L-Carnosine	
chem	1.1	MNXM114515_r	hexadecanedioyl-CoA	MNXM114515	hexadecanedioyl-CoA	
chem	1.1	MNXM11476_e	(9E)-octadecenoate	MNXM11476	(9E)-octadecenoate	
chem	1.1	MNXM1148_x	D-ornithine	MNXM1148	D-ornithine	
chem	1.1	MNXM114_l	L-proline	MNXM114	L-proline	
chem	1.1	MNXM1153_c	N-acetylputrescine	MNXM1153	N-acetylputrescine	
chem	1.1	MNXM1154_m	(R)-pantetheine	MNXM1154	(R)-pantetheine	
chem	1.1	MNXM1155_e	phylloquinone	MNXM1155	phylloquinone	
chem	1.1	MNXM11629_e	gamma-glutamyl-beta-cyanoalanine	MNXM11629	gamma-glutamyl-beta-cyanoalanine	
chem	1.1	MNXM1165_c	1-phospho-alpha-D-glucuronate	MNXM1165	1-phospho-alpha-D-glucuronate	
chem	1.1	MNXM11725_c	glycyl-L-proline	MNXM11725	glycyl-L-proline	
chem	1.1	MNXM117467_c	O-3-hydroxybutanoyl-(R)-carnitine	MNXM117467	O-3-hydroxybutanoyl-(R)-carnitine	
chem	1.1	MNXM1174_c	3alpha,7alpha-dihydroxy-5beta-cholestan-26-al	MNXM1174	3alpha,7alpha-dihydroxy-5beta-cholestan-26-al	
chem	1.1	MNXM117_c	urea	MNXM117	urea	
chem	1.1	MNXM11807_r	hexadecanedioate	MNXM11807	hexadecanedioate	
chem	1.1	MNXM1180_c	7alpha,12alpha-dihydroxy-5beta-cholestan-3-one	MNXM1180	7alpha,12alpha-dihydroxy-5beta-cholestan-3-one	
chem	1.1	MNXM1183_c	chenodeoxycholate	MNXM1183	chenodeoxycholate	
chem	1.1	MNXM11852_x	(11Z)-eicosenoyl-CoA	MNXM11852	(11Z)-eicosenoyl-CoA	
chem	1.1	MNXM118_m	putrescine	MNXM118	putrescine	
chem	1.1	MNXM1197_r	prostaglandin I2	MNXM1197	prostaglandin I2	
chem	1.1	MNXM119_c	FMN	MNXM119	FMN	
chem	1.1	MNXM11_n	diphosphate	MNXM11	diphosphate	
chem	1.1	MNXM1203_x	(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA	MNXM1203	(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA	
chem	1.1	MNXM1214_m	3-mercaptopyruvate	MNXM1214	3-mercaptopyruvate	
chem	1.1	MNXM121_e	UTP	MNXM121	UTP	
chem	1.1	MNXM1223_c	acetoacetyl-[acyl-carrier protein]	MNXM1223	acetoacetyl-[acyl-carrier protein]	
chem	1.1	MNXM1226_c	cysteamine	MNXM1226	cysteamine	
chem	1.1	MNXM1230_r	estrone 3-sulfate	MNXM1230	estrone 3-sulfate	
chem	1.1	MNXM1233_c	galactitol	MNXM1233	galactitol	
chem	1.1	MNXM1241_m	mesaconate	MNXM1241	mesaconate	
chem	1.1	MNXM12466_c	nifedipine	MNXM12466	nifedipine	
chem	1.1	MNXM124_c	spermidine	MNXM124	spermidine	
chem	1.1	MNXM1251_m	(3S)-citramalyl-CoA	MNXM1251	(3S)-citramalyl-CoA	
chem	1.1	MNXM1253_c	(R)-S-lactoylglutathione	MNXM1253	(R)-S-lactoylglutathione	
chem	1.1	MNXM1255_c	(S)-propane-1,2-diol	MNXM1255	(S)-propane-1,2-diol	
chem	1.1	MNXM12597_c	pentadecanoate	MNXM12597	pentadecanoate	
chem	1.1	MNXM125_m	IMP	MNXM125	IMP	
chem	1.1	MNXM126241_e	Gly-Leu	MNXM126241	Gly-Leu	
chem	1.1	MNXM1269_c	acetyl-[acyl-carrier protein]	MNXM1269	acetyl-[acyl-carrier protein]	
chem	1.1	MNXM126_c	3-phospho-D-glycerate	MNXM126	3-phospho-D-glycerate	
chem	1.1	MNXM12733_c	Previtamin D(3)	MNXM12733	Previtamin D(3)	
chem	1.1	MNXM12766_c	prostaglandin B2	MNXM12766	prostaglandin B2	
chem	1.1	MNXM1277_m	(R)-dihydrolipoamide	MNXM1277	(R)-dihydrolipoamide	
chem	1.1	MNXM12792_c	Prothrombin	MNXM12792	Prothrombin	
chem	1.1	MNXM127_e	myo-inositol	MNXM127	myo-inositol	
chem	1.1	MNXM1282_c	L-xylulose	MNXM1282	L-xylulose	
chem	1.1	MNXM1289_m	oxalosuccinate	MNXM1289	oxalosuccinate	
chem	1.1	MNXM128_e	Ca(2+)	MNXM128	Ca(2+)	
chem	1.1	MNXM1294_c	sedoheptulose 1,7-bisphosphate	MNXM1294	sedoheptulose 1,7-bisphosphate	
chem	1.1	MNXM12964_x	octanedioate	MNXM12964	octanedioate	
chem	1.1	MNXM12_x	CoA	MNXM12	CoA	
chem	1.1	MNXM1305_c	1D-myo-inositol 3,4,5,6-tetrakisphosphate	MNXM1305	1D-myo-inositol 3,4,5,6-tetrakisphosphate	
chem	1.1	MNXM1309_c	3-hydroxyoctadecanoyl-CoA	MNXM1309	3-hydroxyoctadecanoyl-CoA	
chem	1.1	MNXM131_c	citrate	MNXM131	citrate	
chem	1.1	MNXM1320_c	calciol	MNXM1320	calciol	
chem	1.1	MNXM1322_e	coproporphyrinogen I	MNXM1322	coproporphyrinogen I	
chem	1.1	MNXM1325_m	dITP	MNXM1325	dITP	
chem	1.1	MNXM132_c	dimethylallyl diphosphate	MNXM132	dimethylallyl diphosphate	
chem	1.1	MNXM1330_c	imidazole-4-acetate	MNXM1330	imidazole-4-acetate	
chem	1.1	MNXM1331_e	leukotriene E4	MNXM1331	leukotriene E4	
chem	1.1	MNXM1337_e	prostaglandin G2	MNXM1337	prostaglandin G2	
chem	1.1	MNXM1339_c	selenophosphate	MNXM1339	selenophosphate	
chem	1.1	MNXM133_m	acetoacetyl-CoA	MNXM133	acetoacetyl-CoA	
chem	1.1	MNXM1341_e	thiamine triphosphate	MNXM1341	thiamine triphosphate	
chem	1.1	MNXM134_l	L-histidine	MNXM134	L-histidine	
chem	1.1	MNXM1354_n	1D-myo-inositol 1,4-bisphosphate	MNXM1354	1D-myo-inositol 1,4-bisphosphate	
chem	1.1	MNXM135_r	(5Z,8Z,11Z,14Z)-eicosatetraenoate	MNXM135	(5Z,8Z,11Z,14Z)-eicosatetraenoate	
chem	1.1	MNXM1367_c	7alpha-hydroxy-5beta-cholestan-3-one	MNXM1367	7alpha-hydroxy-5beta-cholestan-3-one	
chem	1.1	MNXM1372_c	cis,cis-2-amino-3-(3-oxoprop-1-enyl)but-2-enedioate	MNXM1372	cis,cis-2-amino-3-(3-oxoprop-1-enyl)but-2-enedioate	
chem	1.1	MNXM1376_c	dTDP-alpha-D-glucose	MNXM1376	dTDP-alpha-D-glucose	
chem	1.1	MNXM138_c	carbamoyl phosphate	MNXM138	carbamoyl phosphate	
chem	1.1	MNXM1392_m	5-formyltetrahydrofolate	MNXM1392	5-formyltetrahydrofolate	
chem	1.1	MNXM1399_c	11-deoxycortisol	MNXM1399	11-deoxycortisol	
chem	1.1	MNXM139_c	geranylgeranyl diphosphate	MNXM139	geranylgeranyl diphosphate	
chem	1.1	MNXM13_r	CO2	MNXM13	CO2	
chem	1.1	MNXM1401_c	3,4-dihydroxyphenylacetaldehyde	MNXM1401	3,4-dihydroxyphenylacetaldehyde	
chem	1.1	MNXM140_l	L-leucine	MNXM140	L-leucine	
chem	1.1	MNXM1411_c	a 6-(alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol	MNXM1411	a 6-(alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol	
chem	1.1	MNXM141_n	CMP-N-acetyl-beta-neuraminate	MNXM141	CMP-N-acetyl-beta-neuraminate	
chem	1.1	MNXM142_c	L-threonine	MNXM142	L-threonine	
chem	1.1	MNXM143_r	N-acetyl-D-glucosamine	MNXM143	N-acetyl-D-glucosamine	
chem	1.1	MNXM1445_c	thromboxane A2	MNXM1445	thromboxane A2	
chem	1.1	MNXM1449_x	(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA	MNXM1449	(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA	
chem	1.1	MNXM144_c	beta-alanine	MNXM144	beta-alanine	
chem	1.1	MNXM1450_c	(6Z,9Z,12Z,15Z)-octadecatetraenoyl-CoA	MNXM1450	(6Z,9Z,12Z,15Z)-octadecatetraenoyl-CoA	
chem	1.1	MNXM145560_n	1D myo Inositol 1 4 5 trisphosphate	MNXM145560	1D myo Inositol 1 4 5 trisphosphate	
chem	1.1	MNXM145_r	D-ribulose 5-phosphate	MNXM145	D-ribulose 5-phosphate	
chem	1.1	MNXM146054_n	1D myo Inositol 1 3 4 5 tetrakisphosphate	MNXM146054	1D myo Inositol 1 3 4 5 tetrakisphosphate	
chem	1.1	MNXM146468_c	1 3 Diaminopropane	MNXM146468	1 3 Diaminopropane	
chem	1.1	MNXM146507_r	4 4 dimethylzymosterol	MNXM146507	4 4 dimethylzymosterol	
chem	1.1	MNXM1465_m	aldosterone	MNXM1465	aldosterone	
chem	1.1	MNXM1469_c	(Z)-tetradec-7-enoyl-[acyl-carrier protein]	MNXM1469	(Z)-tetradec-7-enoyl-[acyl-carrier protein]	
chem	1.1	MNXM1470_c	creatinine	MNXM1470	creatinine	
chem	1.1	MNXM147_e	L-asparagine	MNXM147	L-asparagine	
chem	1.1	MNXM1481_c	L-dopaquinone	MNXM1481	L-dopaquinone	
chem	1.1	MNXM1484_e	(R)-lipoate	MNXM1484	(R)-lipoate	
chem	1.1	MNXM1486_r	N(6),N(6),N(6)-trimethyl-L-lysine	MNXM1486	N(6),N(6),N(6)-trimethyl-L-lysine	
chem	1.1	MNXM148_m	thioredoxin disulfide	MNXM148	thioredoxin disulfide	
chem	1.1	MNXM14908_n	DNA 5-methylcytosine	MNXM14908	DNA 5-methylcytosine	
chem	1.1	MNXM149166_c	procollagen L-lysine	MNXM149166	procollagen L-lysine	
chem	1.1	MNXM1491_c	N-methylethanolamine phosphate	MNXM1491	N-methylethanolamine phosphate	
chem	1.1	MNXM149_e	Zn(2+)	MNXM149	Zn(2+)	
chem	1.1	MNXM14_l	AMP	MNXM14	AMP	
chem	1.1	MNXM150909_e	3-hydroxydecanoylcarnitine	MNXM150909	3-hydroxydecanoylcarnitine	
chem	1.1	MNXM150910_c	3-hydroxydodecanoylcarnitine	MNXM150910	3-hydroxydodecanoylcarnitine	
chem	1.1	MNXM150_e	S-methyl-5'-thioadenosine	MNXM150	S-methyl-5'-thioadenosine	
chem	1.1	MNXM1512_c	(9Z,12Z,15Z,18Z)-tetracosatetraenoyl-CoA	MNXM1512	(9Z,12Z,15Z,18Z)-tetracosatetraenoyl-CoA	
chem	1.1	MNXM1513_x	(9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoyl-CoA	MNXM1513	(9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoyl-CoA	
chem	1.1	MNXM151_e	glutathione disulfide	MNXM151	glutathione disulfide	
chem	1.1	MNXM1527_c	4-acetamidobutanal	MNXM1527	4-acetamidobutanal	
chem	1.1	MNXM152_c	dTDP	MNXM152	dTDP	
chem	1.1	MNXM1530_e	4-pyridoxate	MNXM1530	4-pyridoxate	
chem	1.1	MNXM1536_c	(8Z,11Z,14Z)-eicosatrienoyl-CoA	MNXM1536	(8Z,11Z,14Z)-eicosatrienoyl-CoA	
chem	1.1	MNXM154_x	acetoacetate	MNXM154	acetoacetate	
chem	1.1	MNXM1552_x	D-arginine	MNXM1552	D-arginine	
chem	1.1	MNXM1560_e	glycocholate	MNXM1560	glycocholate	
chem	1.1	MNXM1564_c	L-dopachrome	MNXM1564	L-dopachrome	
chem	1.1	MNXM156_e	D-alanine	MNXM156	D-alanine	
chem	1.1	MNXM157161_c	Leucyl-leucine	MNXM157161	Leucyl-leucine	
chem	1.1	MNXM157_l	methanol	MNXM157	methanol	
chem	1.1	MNXM158_e	uracil	MNXM158	uracil	
chem	1.1	MNXM15900_c	alpha-D-ribose 5-phosphate	MNXM15900	alpha-D-ribose 5-phosphate	
chem	1.1	MNXM159_m	2-oxobutanoate	MNXM159	2-oxobutanoate	
chem	1.1	MNXM160_r	D-glucopyranose 6-phosphate	MNXM160	D-glucopyranose 6-phosphate	
chem	1.1	MNXM1615_c	1-methylpyrrolinium	MNXM1615	1-methylpyrrolinium	
chem	1.1	MNXM1617_c	1-pyrroline-5-carboxylate	MNXM1617	1-pyrroline-5-carboxylate	
chem	1.1	MNXM161_c	pyridoxal 5'-phosphate	MNXM161	pyridoxal 5'-phosphate	
chem	1.1	MNXM162247_c	S-glutathionyl-2-4-dinitrobenzene	MNXM162247	S-glutathionyl-2-4-dinitrobenzene	
chem	1.1	MNXM162248_c	S-glutathionyl-ethacrynic-acid	MNXM162248	S-glutathionyl-ethacrynic-acid	
chem	1.1	MNXM163183_m	3-hydroxyhexadecanoylcoa	MNXM163183	3-hydroxyhexadecanoylcoa	
chem	1.1	MNXM1633_m	3,4-dihydroxymandelaldehyde	MNXM1633	3,4-dihydroxymandelaldehyde	
chem	1.1	MNXM163582_x	Suberyl-CoA; octadioyl-CoA	MNXM163582	Suberyl-CoA; octadioyl-CoA	
chem	1.1	MNXM163754_r	ApoA1	MNXM163754	ApoA1	
chem	1.1	MNXM163776_r	Cholesterol-ester-arach	MNXM163776	Cholesterol-ester-arach	
chem	1.1	MNXM163_e	iodide	MNXM163	iodide	
chem	1.1	MNXM164674_r	Cholesterol-ester-ala	MNXM164674	Cholesterol-ester-ala	
chem	1.1	MNXM164675_r	Cholesterol-ester-gla	MNXM164675	Cholesterol-ester-gla	
chem	1.1	MNXM164676_r	Cholesterol-ester-palmn	MNXM164676	Cholesterol-ester-palmn	
chem	1.1	MNXM1646_e	7alpha,25-dihydroxycholesterol	MNXM1646	7alpha,25-dihydroxycholesterol	
chem	1.1	MNXM164816_c	Glycogenin-G7G1	MNXM164816	Glycogenin-G7G1	
chem	1.1	MNXM164_m	4-hydroxybenzoate	MNXM164	4-hydroxybenzoate	
chem	1.1	MNXM165176_c	THF-hexaglutamate	MNXM165176	THF-hexaglutamate	
chem	1.1	MNXM1653_e	hexanoate	MNXM1653	hexanoate	
chem	1.1	MNXM165_l	maltose	MNXM165	maltose	
chem	1.1	MNXM1663_m	dihydrolipoylprotein	MNXM1663	dihydrolipoylprotein	
chem	1.1	MNXM1669_n	Histone N6-methyl-L-lysine	MNXM1669	Histone N6-methyl-L-lysine	
chem	1.1	MNXM1671_m	itaconyl-CoA	MNXM1671	itaconyl-CoA	
chem	1.1	MNXM1676_c	L-selenomethionine	MNXM1676	L-selenomethionine	
chem	1.1	MNXM1677_c	L-threonate	MNXM1677	L-threonate	
chem	1.1	MNXM167_e	sucrose	MNXM167	sucrose	
chem	1.1	MNXM1680_l	N,N'-diacetylchitobiose	MNXM1680	N,N'-diacetylchitobiose	
chem	1.1	MNXM168_e	adenine	MNXM168	adenine	
chem	1.1	MNXM1692_c	(2-aminoethyl)phosphonate	MNXM1692	(2-aminoethyl)phosphonate	
chem	1.1	MNXM1694_c	(2S,3R)-3-hydroxybutane-1,2,3-tricarboxylate	MNXM1694	(2S,3R)-3-hydroxybutane-1,2,3-tricarboxylate	
chem	1.1	MNXM1695_c	(4S)-perillyl alcohol	MNXM1695	(4S)-perillyl alcohol	
chem	1.1	MNXM16_r	S-adenosyl-L-methionine	MNXM16	S-adenosyl-L-methionine	
chem	1.1	MNXM1715_n	5-diphospho-1D-myo-inositol 1,2,3,4,6-pentakisphosphate	MNXM1715	5-diphospho-1D-myo-inositol 1,2,3,4,6-pentakisphosphate	
chem	1.1	MNXM1721_c	all-trans-decaprenyl diphosphate	MNXM1721	all-trans-decaprenyl diphosphate	
chem	1.1	MNXM1727_c	beta-L-fucose 1-phosphate	MNXM722751	beta-L-fucose 1-phosphate	
chem	1.1	MNXM172_m	succinate semialdehyde	MNXM172	succinate semialdehyde	
chem	1.1	MNXM173_m	(R)-carnitine	MNXM173	(R)-carnitine	
chem	1.1	MNXM1744_c	hydroxyacetone	MNXM1744	hydroxyacetone	
chem	1.1	MNXM1745_c	imidazole-4-acetaldehyde	MNXM1745	imidazole-4-acetaldehyde	
chem	1.1	MNXM1747_m	itaconate	MNXM1747	itaconate	
chem	1.1	MNXM174_c	xanthine	MNXM174	xanthine	
chem	1.1	MNXM17507_r	3beta-hydroxy-5alpha-androstan-17-one	MNXM17507	3beta-hydroxy-5alpha-androstan-17-one	
chem	1.1	MNXM175_e	D-fructose	MNXM175	D-fructose	
chem	1.1	MNXM1774_c	3,7,11,15-tetramethylhexadecanoate	MNXM1774	3,7,11,15-tetramethylhexadecanoate	
chem	1.1	MNXM1779_c	taurochenodeoxycholate	MNXM1779	taurochenodeoxycholate	
chem	1.1	MNXM1793_c	11-cis-retinal	MNXM1793	11-cis-retinal	
chem	1.1	MNXM179_e	(S)-lactate	MNXM179	(S)-lactate	
chem	1.1	MNXM17_n	UDP	MNXM17	UDP	
chem	1.1	MNXM1804_r	4alpha-methyl-5alpha-cholesta-8,24-dien-3beta-ol	MNXM1804	4alpha-methyl-5alpha-cholesta-8,24-dien-3beta-ol	
chem	1.1	MNXM1820_e	D-ribitol	MNXM1820	D-ribitol	
chem	1.1	MNXM182_c	D-mannose	MNXM182	D-mannose	
